Date,Hour,Year,Whale,Boat
9/18/19,0,2019,1,0
9/18/19,1,2019,1,0
9/18/19,2,2019,1,0
9/18/19,3,2019,1,0
9/18/19,4,2019,1,0
9/18/19,5,2019,1,0
9/18/19,6,2019,1,0
9/18/19,7,2019,1,0
9/18/19,8,2019,1,0
9/18/19,9,2019,1,1
9/18/19,10,2019,1,0
9/18/19,11,2019,1,1
9/18/19,12,2019,1,0
9/18/19,13,2019,1,0
9/18/19,14,2019,1,0
9/18/19,15,2019,1,0
9/18/19,16,2019,1,0
9/18/19,17,2019,1,0
9/18/19,18,2019,1,0
9/18/19,19,2019,1,0
9/18/19,20,2019,1,0
9/18/19,21,2019,1,0
9/18/19,22,2019,1,0
9/18/19,23,2019,1,0
9/19/19,0,2019,1,0
9/19/19,1,2019,1,0
9/19/19,2,2019,1,0
9/19/19,3,2019,1,0
9/19/19,4,2019,1,0
9/19/19,5,2019,1,0
9/19/19,6,2019,1,0
9/19/19,7,2019,1,0
9/19/19,8,2019,1,0
9/19/19,9,2019,1,0
9/19/19,10,2019,1,1
9/19/19,11,2019,1,0
9/19/19,12,2019,1,1
9/19/19,13,2019,1,0
9/19/19,14,2019,1,0
9/19/19,15,2019,1,0
9/19/19,16,2019,1,0
9/19/19,17,2019,1,0
9/19/19,18,2019,1,0
9/19/19,19,2019,1,0
9/19/19,20,2019,1,0
9/19/19,21,2019,1,0
9/19/19,22,2019,1,0
9/19/19,23,2019,1,0
9/20/19,0,2019,1,0
9/20/19,1,2019,1,0
9/20/19,2,2019,1,0
9/20/19,3,2019,1,0
9/20/19,4,2019,1,0
9/20/19,5,2019,1,0
9/20/19,6,2019,1,0
9/20/19,7,2019,1,0
9/20/19,8,2019,1,0
9/20/19,9,2019,1,1
9/20/19,10,2019,1,0
9/20/19,11,2019,1,0
9/20/19,12,2019,1,0
9/20/19,13,2019,1,1
9/20/19,14,2019,1,0
9/20/19,15,2019,1,0
9/20/19,16,2019,1,0
9/20/19,17,2019,1,0
9/20/19,18,2019,1,0
9/20/19,19,2019,1,0
9/20/19,20,2019,1,0
9/20/19,21,2019,1,0
9/20/19,22,2019,1,0
9/20/19,23,2019,1,0
9/21/19,0,2019,1,0
9/21/19,1,2019,1,0
9/21/19,2,2019,1,0
9/21/19,3,2019,1,0
9/21/19,4,2019,1,0
9/21/19,5,2019,1,0
9/21/19,6,2019,1,0
9/21/19,7,2019,1,0
9/21/19,8,2019,1,0
9/21/19,9,2019,0,0
9/21/19,10,2019,1,1
9/21/19,11,2019,1,1
9/21/19,12,2019,1,1
9/21/19,13,2019,1,0
9/21/19,14,2019,1,0
9/21/19,15,2019,1,0
9/21/19,16,2019,1,0
9/21/19,17,2019,1,0
9/21/19,18,2019,1,0
9/21/19,19,2019,1,0
9/21/19,20,2019,1,0
9/21/19,21,2019,1,0
9/21/19,22,2019,1,0
9/21/19,23,2019,1,0
9/22/19,0,2019,1,0
9/22/19,1,2019,1,0
9/22/19,2,2019,1,0
9/22/19,3,2019,1,0
9/22/19,4,2019,1,0
9/22/19,5,2019,1,0
9/22/19,6,2019,1,0
9/22/19,7,2019,1,0
9/22/19,8,2019,1,0
9/22/19,9,2019,1,0
9/22/19,10,2019,1,0
9/22/19,11,2019,1,0
9/22/19,12,2019,1,0
9/22/19,13,2019,1,1
9/22/19,14,2019,1,0
9/22/19,15,2019,1,0
9/22/19,16,2019,1,0
9/22/19,17,2019,1,0
9/22/19,18,2019,1,0
9/22/19,19,2019,1,0
9/22/19,20,2019,1,0
9/22/19,21,2019,1,0
9/22/19,22,2019,1,0
9/22/19,23,2019,1,0
9/23/19,0,2019,1,0
9/23/19,1,2019,1,0
9/23/19,2,2019,1,0
9/23/19,3,2019,1,0
9/23/19,4,2019,1,0
9/23/19,5,2019,1,0
9/23/19,6,2019,1,0
9/23/19,7,2019,1,0
9/23/19,8,2019,0,0
9/23/19,9,2019,1,0
9/23/19,10,2019,1,0
9/23/19,11,2019,1,1
9/23/19,12,2019,1,0
9/23/19,13,2019,1,0
9/23/19,14,2019,1,0
9/23/19,15,2019,1,0
9/23/19,16,2019,1,0
9/23/19,17,2019,1,0
9/23/19,18,2019,1,0
9/23/19,19,2019,1,0
9/23/19,20,2019,1,0
9/23/19,21,2019,1,0
9/23/19,22,2019,1,0
9/23/19,23,2019,1,0
9/24/19,0,2019,1,0
9/24/19,1,2019,1,0
9/24/19,2,2019,1,0
9/24/19,3,2019,1,0
9/24/19,4,2019,1,0
9/24/19,5,2019,1,0
9/24/19,6,2019,1,0
9/24/19,7,2019,1,0
9/24/19,8,2019,1,0
9/24/19,9,2019,1,0
9/24/19,10,2019,1,1
9/24/19,11,2019,1,0
9/24/19,12,2019,1,0
9/24/19,13,2019,1,0
9/24/19,14,2019,1,0
9/24/19,15,2019,1,0
9/24/19,16,2019,1,0
9/24/19,17,2019,1,0
9/24/19,18,2019,1,0
9/24/19,19,2019,1,0
9/24/19,20,2019,0,0
9/24/19,21,2019,1,0
9/24/19,22,2019,1,0
9/24/19,23,2019,1,0
9/25/19,0,2019,1,0
9/25/19,1,2019,1,0
9/25/19,2,2019,1,0
9/25/19,3,2019,1,0
9/25/19,4,2019,0,0
9/25/19,5,2019,0,0
9/25/19,6,2019,1,0
9/25/19,7,2019,1,0
9/25/19,8,2019,1,1
9/25/19,9,2019,1,0
9/25/19,10,2019,1,0
9/25/19,11,2019,1,0
9/25/19,12,2019,1,1
9/25/19,13,2019,1,0
9/25/19,14,2019,1,0
9/25/19,15,2019,1,0
9/25/19,16,2019,1,0
9/25/19,17,2019,1,0
9/25/19,18,2019,1,0
9/25/19,19,2019,1,0
9/25/19,20,2019,1,0
9/25/19,21,2019,1,0
9/25/19,22,2019,1,0
9/25/19,23,2019,1,0
9/26/19,0,2019,1,0
9/26/19,1,2019,1,0
9/26/19,2,2019,1,0
9/26/19,3,2019,1,0
9/26/19,4,2019,1,0
9/26/19,5,2019,1,0
9/26/19,6,2019,1,0
9/26/19,7,2019,1,0
9/26/19,8,2019,1,0
9/26/19,9,2019,1,0
9/26/19,10,2019,1,1
9/26/19,11,2019,1,0
9/26/19,12,2019,1,0
9/26/19,13,2019,1,0
9/26/19,14,2019,1,0
9/26/19,15,2019,1,0
9/26/19,16,2019,1,0
9/26/19,17,2019,1,0
9/26/19,18,2019,1,0
9/26/19,19,2019,1,0
9/26/19,20,2019,1,0
9/26/19,21,2019,1,0
9/26/19,22,2019,1,0
9/26/19,23,2019,1,0
9/27/19,0,2019,1,0
9/27/19,1,2019,1,0
9/27/19,2,2019,1,0
9/27/19,3,2019,1,0
9/27/19,4,2019,1,0
9/27/19,5,2019,1,0
9/27/19,6,2019,1,0
9/27/19,7,2019,1,0
9/27/19,8,2019,1,0
9/27/19,9,2019,1,0
9/27/19,10,2019,1,1
9/27/19,11,2019,1,0
9/27/19,12,2019,1,0
9/27/19,13,2019,1,0
9/27/19,14,2019,1,0
9/27/19,15,2019,1,0
9/27/19,16,2019,1,0
9/27/19,17,2019,1,0
9/27/19,18,2019,1,0
9/27/19,19,2019,1,0
9/27/19,20,2019,1,0
9/27/19,21,2019,1,0
9/27/19,22,2019,1,0
9/27/19,23,2019,1,0
9/28/19,0,2019,1,0
9/28/19,1,2019,1,0
9/28/19,2,2019,1,0
9/28/19,3,2019,1,0
9/28/19,4,2019,1,0
9/28/19,5,2019,1,0
9/28/19,6,2019,1,0
9/28/19,7,2019,1,0
9/28/19,8,2019,1,0
9/28/19,9,2019,1,0
9/28/19,10,2019,1,1
9/28/19,11,2019,1,0
9/28/19,12,2019,1,1
9/28/19,13,2019,1,0
9/28/19,14,2019,1,0
9/28/19,15,2019,1,0
9/28/19,16,2019,1,0
9/28/19,17,2019,1,0
9/28/19,18,2019,1,0
9/28/19,19,2019,1,0
9/28/19,20,2019,1,0
9/28/19,21,2019,1,0
9/28/19,22,2019,1,0
9/28/19,23,2019,1,0
9/29/19,0,2019,1,0
9/29/19,1,2019,1,0
9/29/19,2,2019,1,0
9/29/19,3,2019,1,0
9/29/19,4,2019,1,0
9/29/19,5,2019,1,0
9/29/19,6,2019,1,0
