Date ,Hour,Year,Whale ,Boat,RMS (mean),Max,Min,Peak dB,SEL dB
9/30/21,5,2021,1,0,114.5,135.7,107.6,166.6,132.4
9/30/21,6,2021,1,0,113.8,129.2,105.7,158.6,131.6
9/30/21,7,2021,1,0,112.7,124.8,105.4,153.1,130.5
9/30/21,8,2021,1,0,110.6,128.2,105.3,160.6,128.3
9/30/21,9,2021,0,1,110.3,127.7,105.3,157.6,128.3
9/30/21,10,2021,1,0,111.3,127,105.2,155.8,129.1
9/30/21,11,2021,1,0,114.1,135.3,105,166.6,131.8
9/30/21,12,2021,1,0,111.9,128.7,106.1,158.8,129.7
9/30/21,13,2021,1,0,116.1,126.6,105.8,152.6,133.8
9/30/21,14,2021,1,0,118.4,127.3,105,153,136.3
9/30/21,15,2021,1,0,110,121.1,105,152.5,127.8
9/30/21,16,2021,1,0,116.9,127.5,106,150.7,134.7
9/30/21,17,2021,1,0,115.4,138.4,106.6,169.2,133.2
9/30/21,18,2021,1,0,115.9,129.2,109.2,159.6,133.6
9/30/21,19,2021,1,0,118.6,129.7,107.5,160.4,136.4
9/30/21,20,2021,1,0,114.7,124.2,107.5,154.4,132.4
9/30/21,21,2021,1,0,110.9,122.2,107.3,154.2,128.7
9/30/21,22,2021,1,0,113.2,128.6,106.8,159.6,131.1
9/30/21,23,2021,1,0,116.9,133.6,107.3,165.3,134.6
